case_number,neg_prompt,pos_prompt,target_token,evaluation_seed
,A portrait of a woman and a man selecting angles at a quiet pier in a serene setting.,A portrait of a woman and a smiling man selecting angles at a quiet pier in a serene setting.,man,39397
,A portrait of a woman and a man holding equipment bags in a plaza with statues with calm expression.,A portrait of a woman and a smiling man holding equipment bags in a plaza with statues with calm expression.,man,49013
,A portrait of a woman and a man changing camera batteries beside a large radar dish with realistic textures.,A portrait of a woman and a smiling man changing camera batteries beside a large radar dish with realistic textures.,man,1444
,A portrait of a woman and a man pointing cameras forward beneath tall city billboards with realistic textures.,A portrait of a woman and a smiling man pointing cameras forward beneath tall city billboards with realistic textures.,man,27862
,A portrait of a woman and a man setting up gear near a vineyard estate with a thoughtful atmosphere.,A portrait of a woman and a smiling man setting up gear near a vineyard estate with a thoughtful atmosphere.,man,29488
,A portrait of a woman and a man holding equipment bags at an old university campus in a serene setting.,A portrait of a woman and a smiling man holding equipment bags at a smiling university campus in a serene setting.,man,30603
,A portrait of a woman and a man selecting angles on a wooden harbor dock in dramatic shadows.,A portrait of a woman and a smiling man selecting angles on a wooden harbor dock in dramatic shadows.,man,48886
,A portrait of a woman and a man selecting angles inside a modern airport gate with natural ambience.,A portrait of a woman and a smiling man selecting angles inside a modern airport gate with natural ambience.,man,22745
,A portrait of a woman and a man carefully framing a scene by tall city chimneys in gentle side light.,A portrait of a woman and a smiling man carefully framing a scene by tall city chimneys in gentle side light.,man,8760
,A portrait of a woman and a man holding cameras at a quiet bus stop in muted colors.,A portrait of a woman and a smiling man holding cameras at a quiet bus stop in muted colors.,man,9249
,A portrait of a woman and a man standing while focusing lenses near an old church gate under soft lighting.,A portrait of a woman and a smiling man standing while focusing lenses near a smiling church gate under soft lighting.,man,8562
,A portrait of a woman and a man composing a shot together in a dark forest pathway with realistic textures.,A portrait of a woman and a smiling man composing a shot together in a dark forest pathway with realistic textures.,man,36316
,A portrait of a woman and a man reviewing captured pictures in a minimalist apartment in low saturation tones.,A portrait of a woman and a smiling man reviewing captured pictures in a minimalist apartment in low saturation tones.,man,20365
,A portrait of a woman and a man pointing cameras forward inside a marine museum in a serene setting.,A portrait of a woman and a smiling man pointing cameras forward inside a marine museum in a serene setting.,man,40234
,A portrait of a woman and a man reviewing captured pictures beside volcanic rocks with a thoughtful atmosphere.,A portrait of a woman and a smiling man reviewing captured pictures beside volcanic rocks with a thoughtful atmosphere.,man,22005
,A portrait of a woman and a man selecting angles at a busy harbor port with cinematic tones.,A portrait of a woman and a smiling man selecting angles at a busy harbor port with cinematic tones.,man,36475
,A portrait of a woman and a man reviewing captured pictures on a lakeside pier showcasing quiet tension.,A portrait of a woman and a smiling man reviewing captured pictures on a lakeside pier showcasing quiet tension.,man,6394
,A portrait of a woman and a man changing camera batteries in a citrus orchard with a thoughtful atmosphere.,A portrait of a woman and a smiling man changing camera batteries in a citrus orchard with a thoughtful atmosphere.,man,36375
,A portrait of a woman and a man holding equipment bags inside a gaming arcade under soft lighting.,A portrait of a woman and a smiling man holding equipment bags inside a gaming arcade under soft lighting.,man,1096
,A portrait of a woman and a man composing a shot together at a park pavilion with a thoughtful atmosphere.,A portrait of a woman and a smiling man composing a shot together at a park pavilion with a thoughtful atmosphere.,man,22838
,A portrait of a woman and a man adjusting a tripod on a coastal hiking path showcasing quiet tension.,A portrait of a woman and a smiling man adjusting a tripod on a coastal hiking path showcasing quiet tension.,man,28752
,A portrait of a woman and a man composing a shot together in a grassy valley in muted colors.,A portrait of a woman and a smiling man composing a shot together in a grassy valley in muted colors.,man,37201
,A portrait of a woman and a man operating vintage cameras in a narrow corridor with calm expression.,A portrait of a woman and a smiling man operating vintage cameras in a narrow corridor with calm expression.,man,17100
,A portrait of a woman and a man carefully framing a scene in a metro hallway in muted colors.,A portrait of a woman and a smiling man carefully framing a scene in a metro hallway in muted colors.,man,12661
,A portrait of a woman and a man capturing distant subjects on a lakeside pier showcasing quiet tension.,A portrait of a woman and a smiling man capturing distant subjects on a lakeside pier showcasing quiet tension.,man,26450
,A portrait of a woman and a man pointing cameras forward near a lighthouse balcony with natural ambience.,A portrait of a woman and a smiling man pointing cameras forward near a lighthouse balcony with natural ambience.,man,26203
,A portrait of a woman and a man reviewing captured pictures inside a glass pavilion in muted colors.,A portrait of a woman and a smiling man reviewing captured pictures inside a glass pavilion in muted colors.,man,46925
,A portrait of a woman and a man changing camera batteries beside volcanic rocks with calm expression.,A portrait of a woman and a smiling man changing camera batteries beside volcanic rocks with calm expression.,man,48862
,A portrait of a woman and a man changing camera batteries on a rocky shoreline in muted colors.,A portrait of a woman and a smiling man changing camera batteries on a rocky shoreline in muted colors.,man,17210
,A portrait of a woman and a man capturing distant subjects under a concrete overpass with calm expression.,A portrait of a woman and a smiling man capturing distant subjects under a concrete overpass with calm expression.,man,25776
,A portrait of a woman and a man capturing distant subjects in a skate bowl showcasing quiet tension.,A portrait of a woman and a smiling man capturing distant subjects in a skate bowl showcasing quiet tension.,man,41240
,A portrait of a woman and a man adjusting a tripod at a busy harbor port with cinematic tones.,A portrait of a woman and a smiling man adjusting a tripod at a busy harbor port with cinematic tones.,man,25902
,A portrait of a woman and a man reviewing captured pictures at a rooftop terrace in dramatic shadows.,A portrait of a woman and a smiling man reviewing captured pictures at a rooftop terrace in dramatic shadows.,man,47412
,A portrait of a woman and a man capturing distant subjects inside a large showroom with calm expression.,A portrait of a woman and a smiling man capturing distant subjects inside a large showroom with calm expression.,man,35600
,A portrait of a woman and a man capturing distant subjects near a railway turntable in muted colors.,A portrait of a woman and a smiling man capturing distant subjects near a railway turntable in muted colors.,man,12723
,A portrait of a woman and a man pointing cameras forward in a plaza at dusk in dramatic shadows.,A portrait of a woman and a smiling man pointing cameras forward in a plaza at dusk in dramatic shadows.,man,40795
,A portrait of a woman and a man selecting angles in a seaside restaurant patio in dramatic shadows.,A portrait of a woman and a smiling man selecting angles in a seaside restaurant patio in dramatic shadows.,man,21939
,A portrait of a woman and a man documenting surroundings on a coastal hiking path showcasing quiet tension.,A portrait of a woman and a smiling man documenting surroundings on a coastal hiking path showcasing quiet tension.,man,24231
,A portrait of a woman and a man documenting surroundings in a stable with horses in gentle side light.,A portrait of a woman and a smiling man documenting surroundings in a stable with horses in gentle side light.,man,1560
,A portrait of a woman and a man operating vintage cameras at an old university campus showcasing quiet tension.,A portrait of a woman and a smiling man operating vintage cameras at a smiling university campus showcasing quiet tension.,man,13870
,A portrait of a woman and a man changing camera batteries inside a pottery workshop showcasing quiet tension.,A portrait of a woman and a smiling man changing camera batteries inside a pottery workshop showcasing quiet tension.,man,35174
,A portrait of a woman and a man pointing cameras forward beside stacked shipping containers with a thoughtful atmosphere.,A portrait of a woman and a smiling man pointing cameras forward beside stacked shipping containers with a thoughtful atmosphere.,man,34692
,A portrait of a woman and a man setting up gear inside a gaming arcade in a serene setting.,A portrait of a woman and a smiling man setting up gear inside a gaming arcade in a serene setting.,man,29346
,A portrait of a woman and a man setting up gear inside a classical museum hall in dramatic shadows.,A portrait of a woman and a smiling man setting up gear inside a classical museum hall in dramatic shadows.,man,48165
,A portrait of a woman and a man selecting angles near a chain-link fence with calm expression.,A portrait of a woman and a smiling man selecting angles near a chain-link fence with calm expression.,man,36393
,A portrait of a woman and a man composing a shot together inside a marine museum showcasing quiet tension.,A portrait of a woman and a smiling man composing a shot together inside a marine museum showcasing quiet tension.,man,47376
,A portrait of a woman and a man adjusting a tripod in a textile market in dramatic shadows.,A portrait of a woman and a smiling man adjusting a tripod in a textile market in dramatic shadows.,man,34478
,A portrait of a woman and a man carefully framing a scene near a vineyard estate showcasing quiet tension.,A portrait of a woman and a smiling man carefully framing a scene near a vineyard estate showcasing quiet tension.,man,25143
,A portrait of a woman and a man holding equipment bags inside a glass pavilion in low saturation tones.,A portrait of a woman and a smiling man holding equipment bags inside a glass pavilion in low saturation tones.,man,31128
,A portrait of a woman and a man capturing distant subjects in a neon-lit arcade in a serene setting.,A portrait of a woman and a smiling man capturing distant subjects in a neon-lit arcade in a serene setting.,man,26865
,A portrait of a woman and a man capturing distant subjects on an urban boardwalk with a thoughtful atmosphere.,A portrait of a woman and a smiling man capturing distant subjects on an urban boardwalk with a thoughtful atmosphere.,man,28800
,A portrait of a woman and a man capturing distant subjects at a tram station in muted colors.,A portrait of a woman and a smiling man capturing distant subjects at a tram station in muted colors.,man,47000
,A portrait of a woman and a man capturing distant subjects in a quiet courtyard with a thoughtful atmosphere.,A portrait of a woman and a smiling man capturing distant subjects in a quiet courtyard with a thoughtful atmosphere.,man,6977
,A portrait of a woman and a man adjusting a tripod in a narrow corridor with calm expression.,A portrait of a woman and a smiling man adjusting a tripod in a narrow corridor with calm expression.,man,41040
,A portrait of a woman and a man pointing cameras forward inside a train carriage with calm expression.,A portrait of a woman and a smiling man pointing cameras forward inside a train carriage with calm expression.,man,25895
,A portrait of a woman and a man reviewing captured pictures under a steel bridge with cinematic tones.,A portrait of a woman and a smiling man reviewing captured pictures under a steel bridge with cinematic tones.,man,5389
,A portrait of a woman and a man setting up gear at a wind farm with cinematic tones.,A portrait of a woman and a smiling man setting up gear at a wind farm with cinematic tones.,man,21215
,A portrait of a woman and a man operating vintage cameras at a wind farm with realistic textures.,A portrait of a woman and a smiling man operating vintage cameras at a wind farm with realistic textures.,man,43461
,A portrait of a woman and a man carefully framing a scene inside an old cinema with natural ambience.,A portrait of a woman and a smiling man carefully framing a scene inside a smiling cinema with natural ambience.,man,5473
,A portrait of a woman and a man operating vintage cameras on a narrow bridge with cinematic tones.,A portrait of a woman and a smiling man operating vintage cameras on a narrow bridge with cinematic tones.,man,33428
,A portrait of a woman and a man setting up gear on a narrow bridge showcasing quiet tension.,A portrait of a woman and a smiling man setting up gear on a narrow bridge showcasing quiet tension.,man,15333
,A portrait of a woman and a man reviewing captured pictures inside a gaming arcade in low saturation tones.,A portrait of a woman and a smiling man reviewing captured pictures inside a gaming arcade in low saturation tones.,man,6906
,A portrait of a woman and a man operating vintage cameras beside a rough stone wall with natural ambience.,A portrait of a woman and a smiling man operating vintage cameras beside a rough stone wall with natural ambience.,man,20464
,A portrait of a woman and a man observing perspectives through viewfinders in a textile market in muted colors.,A portrait of a woman and a smiling man observing perspectives through viewfinders in a textile market in muted colors.,man,1569
,A portrait of a woman and a man holding equipment bags at a remote mountain lake with natural ambience.,A portrait of a woman and a smiling man holding equipment bags at a remote mountain lake with natural ambience.,man,26874
,A portrait of a woman and a man holding equipment bags inside a train carriage in muted colors.,A portrait of a woman and a smiling man holding equipment bags inside a train carriage in muted colors.,man,29802
,A portrait of a woman and a man changing camera batteries in a grassy valley with a thoughtful atmosphere.,A portrait of a woman and a smiling man changing camera batteries in a grassy valley with a thoughtful atmosphere.,man,34597
,A portrait of a woman and a man capturing distant subjects inside a narrow stairwell with cinematic tones.,A portrait of a woman and a smiling man capturing distant subjects inside a narrow stairwell with cinematic tones.,man,37338
,A portrait of a woman and a man documenting surroundings at a tram station with realistic textures.,A portrait of a woman and a smiling man documenting surroundings at a tram station with realistic textures.,man,43942
,A portrait of a woman and a man selecting angles inside a pottery workshop with cinematic tones.,A portrait of a woman and a smiling man selecting angles inside a pottery workshop with cinematic tones.,man,32929
,A portrait of a woman and a man observing perspectives through viewfinders in a neon-lit arcade with calm expression.,A portrait of a woman and a smiling man observing perspectives through viewfinders in a neon-lit arcade with calm expression.,man,47299
,A portrait of a woman and a man changing camera batteries near a frozen waterfall in low saturation tones.,A portrait of a woman and a smiling man changing camera batteries near a frozen waterfall in low saturation tones.,man,11447
,A portrait of a woman and a man holding cameras on a lakeside pier with a thoughtful atmosphere.,A portrait of a woman and a smiling man holding cameras on a lakeside pier with a thoughtful atmosphere.,man,7826
,A portrait of a woman and a man changing camera batteries in a town square under soft lighting.,A portrait of a woman and a smiling man changing camera batteries in a town square under soft lighting.,man,31233
,A portrait of a woman and a man observing perspectives through viewfinders at a rooftop terrace in a serene setting.,A portrait of a woman and a smiling man observing perspectives through viewfinders at a rooftop terrace in a serene setting.,man,37194
,A portrait of a woman and a man operating vintage cameras in a dim greenhouse corner under soft lighting.,A portrait of a woman and a smiling man operating vintage cameras in a dim greenhouse corner under soft lighting.,man,14848
,A portrait of a woman and a man documenting surroundings at an old university campus with realistic textures.,A portrait of a woman and a smiling man documenting surroundings at a smiling university campus with realistic textures.,man,15605
,A portrait of a woman and a man reviewing captured pictures beside stacked shipping containers with realistic textures.,A portrait of a woman and a smiling man reviewing captured pictures beside stacked shipping containers with realistic textures.,man,7959
,A portrait of a woman and a man adjusting a tripod near a rustic windmill with a thoughtful atmosphere.,A portrait of a woman and a smiling man adjusting a tripod near a rustic windmill with a thoughtful atmosphere.,man,1869
,A portrait of a woman and a man setting up gear in a tropical garden with calm expression.,A portrait of a woman and a smiling man setting up gear in a tropical garden with calm expression.,man,48054
,A portrait of a woman and a man standing while focusing lenses in a monochrome interior in low saturation tones.,A portrait of a woman and a smiling man standing while focusing lenses in a monochrome interior in low saturation tones.,man,48417
,A portrait of a woman and a man carefully framing a scene on a wooden harbor dock with natural ambience.,A portrait of a woman and a smiling man carefully framing a scene on a wooden harbor dock with natural ambience.,man,49301
,A portrait of a woman and a man operating vintage cameras beside an ancient temple wall with natural ambience.,A portrait of a woman and a smiling man operating vintage cameras beside an ancient temple wall with natural ambience.,man,11216
,A portrait of a woman and a man carefully framing a scene inside a marine museum in dramatic shadows.,A portrait of a woman and a smiling man carefully framing a scene inside a marine museum in dramatic shadows.,man,36990
,A portrait of a woman and a man holding equipment bags on a lakeside pier in a serene setting.,A portrait of a woman and a smiling man holding equipment bags on a lakeside pier in a serene setting.,man,20869
,A portrait of a woman and a man capturing distant subjects in a dim greenhouse corner with natural ambience.,A portrait of a woman and a smiling man capturing distant subjects in a dim greenhouse corner with natural ambience.,man,22370
,A portrait of a woman and a man selecting angles on a coastal hiking path with cinematic tones.,A portrait of a woman and a smiling man selecting angles on a coastal hiking path with cinematic tones.,man,24601
,A portrait of a woman and a man observing perspectives through viewfinders inside a modern airport gate with calm expression.,A portrait of a woman and a smiling man observing perspectives through viewfinders inside a modern airport gate with calm expression.,man,49357
,A portrait of a woman and a man capturing distant subjects beside a graffitied wall with calm expression.,A portrait of a woman and a smiling man capturing distant subjects beside a graffitied wall with calm expression.,man,4683
,A portrait of a woman and a man observing perspectives through viewfinders inside a tech exhibition in gentle side light.,A portrait of a woman and a smiling man observing perspectives through viewfinders inside a tech exhibition in gentle side light.,man,13064
,A portrait of a woman and a man operating vintage cameras on a wooden harbor dock in a serene setting.,A portrait of a woman and a smiling man operating vintage cameras on a wooden harbor dock in a serene setting.,man,22282
,A portrait of a woman and a man setting up gear in a textile market with realistic textures.,A portrait of a woman and a smiling man setting up gear in a textile market with realistic textures.,man,24559
,A portrait of a woman and a man reviewing captured pictures on a dry riverbed in gentle side light.,A portrait of a woman and a smiling man reviewing captured pictures on a dry riverbed in gentle side light.,man,30184
,A portrait of a woman and a man reviewing captured pictures under a stone archway showcasing quiet tension.,A portrait of a woman and a smiling man reviewing captured pictures under a stone archway showcasing quiet tension.,man,39215
,A portrait of a woman and a man composing a shot together in a stable with horses in a serene setting.,A portrait of a woman and a smiling man composing a shot together in a stable with horses in a serene setting.,man,29318
,A portrait of a woman and a man pointing cameras forward in a grassy valley in muted colors.,A portrait of a woman and a smiling man pointing cameras forward in a grassy valley in muted colors.,man,24866
,A portrait of a woman and a man operating vintage cameras on a narrow bridge showcasing quiet tension.,A portrait of a woman and a smiling man operating vintage cameras on a narrow bridge showcasing quiet tension.,man,15825
,A portrait of a woman and a man capturing distant subjects inside a glass pavilion in dramatic shadows.,A portrait of a woman and a smiling man capturing distant subjects inside a glass pavilion in dramatic shadows.,man,7016
,A portrait of a woman and a man pointing cameras forward beneath tall city billboards showcasing quiet tension.,A portrait of a woman and a smiling man pointing cameras forward beneath tall city billboards showcasing quiet tension.,man,42974
,A portrait of a woman and a man standing while focusing lenses in a plaza with statues in dramatic shadows.,A portrait of a woman and a smiling man standing while focusing lenses in a plaza with statues in dramatic shadows.,man,48392
,A portrait of a woman and a man changing camera batteries in a plaza with statues in a serene setting.,A portrait of a woman and a smiling man changing camera batteries in a plaza with statues in a serene setting.,man,14226
,A portrait of a woman and a man adjusting a tripod near a satellite tower with realistic textures.,A portrait of a woman and a smiling man adjusting a tripod near a satellite tower with realistic textures.,man,3904
,A portrait of a woman and a man capturing distant subjects in a sushi restaurant in a serene setting.,A portrait of a woman and a smiling man capturing distant subjects in a sushi restaurant in a serene setting.,man,36888
,A portrait of a woman and a man changing camera batteries by a quiet canal in dramatic shadows.,A portrait of a woman and a smiling man changing camera batteries by a quiet canal in dramatic shadows.,man,45285
,A portrait of a woman and a man reviewing captured pictures near a telescope installation in low saturation tones.,A portrait of a woman and a smiling man reviewing captured pictures near a telescope installation in low saturation tones.,man,23944
,A portrait of a woman and a man reviewing captured pictures near a lighthouse balcony in dramatic shadows.,A portrait of a woman and a smiling man reviewing captured pictures near a lighthouse balcony in dramatic shadows.,man,30473
,A portrait of a woman and a man observing perspectives through viewfinders on a ferry deck with realistic textures.,A portrait of a woman and a smiling man observing perspectives through viewfinders on a ferry deck with realistic textures.,man,40879
,A portrait of a woman and a man adjusting a tripod in a studio apartment with cinematic tones.,A portrait of a woman and a smiling man adjusting a tripod in a studio apartment with cinematic tones.,man,33836
,A portrait of a woman and a man standing while focusing lenses beside a large radar dish with realistic textures.,A portrait of a woman and a smiling man standing while focusing lenses beside a large radar dish with realistic textures.,man,4775
,A portrait of a woman and a man reviewing captured pictures in a minimalist apartment with cinematic tones.,A portrait of a woman and a smiling man reviewing captured pictures in a minimalist apartment with cinematic tones.,man,4164
,A portrait of a woman and a man composing a shot together in a seaside restaurant patio in dramatic shadows.,A portrait of a woman and a smiling man composing a shot together in a seaside restaurant patio in dramatic shadows.,man,32267
,A portrait of a woman and a man documenting surroundings in a plaza at dusk in low saturation tones.,A portrait of a woman and a smiling man documenting surroundings in a plaza at dusk in low saturation tones.,man,29740
,A portrait of a woman and a man reviewing captured pictures in a dim tunnel walkway in dramatic shadows.,A portrait of a woman and a smiling man reviewing captured pictures in a dim tunnel walkway in dramatic shadows.,man,4084
,A portrait of a woman and a man holding cameras inside a narrow stairwell with a thoughtful atmosphere.,A portrait of a woman and a smiling man holding cameras inside a narrow stairwell with a thoughtful atmosphere.,man,41634
,A portrait of a woman and a man documenting surroundings inside a glass pavilion in muted colors.,A portrait of a woman and a smiling man documenting surroundings inside a glass pavilion in muted colors.,man,48401
,A portrait of a woman and a man setting up gear in a seaside restaurant patio with a thoughtful atmosphere.,A portrait of a woman and a smiling man setting up gear in a seaside restaurant patio with a thoughtful atmosphere.,man,40151
,A portrait of a woman and a man holding equipment bags at a quiet pier with a thoughtful atmosphere.,A portrait of a woman and a smiling man holding equipment bags at a quiet pier with a thoughtful atmosphere.,man,14053
,A portrait of a woman and a man documenting surroundings in a foggy harbor with a thoughtful atmosphere.,A portrait of a woman and a smiling man documenting surroundings in a foggy harbor with a thoughtful atmosphere.,man,46998
,A portrait of a woman and a man adjusting a tripod on an urban boardwalk in gentle side light.,A portrait of a woman and a smiling man adjusting a tripod on an urban boardwalk in gentle side light.,man,49741
,A portrait of a woman and a man observing perspectives through viewfinders at a busy harbor port with a thoughtful atmosphere.,A portrait of a woman and a smiling man observing perspectives through viewfinders at a busy harbor port with a thoughtful atmosphere.,man,25966
,A portrait of a woman and a man observing perspectives through viewfinders at a busy harbor port with calm expression.,A portrait of a woman and a smiling man observing perspectives through viewfinders at a busy harbor port with calm expression.,man,32570
,A portrait of a woman and a man holding cameras in a monochrome interior in a serene setting.,A portrait of a woman and a smiling man holding cameras in a monochrome interior in a serene setting.,man,24463
,A portrait of a woman and a man standing while focusing lenses in a textile market in gentle side light.,A portrait of a woman and a smiling man standing while focusing lenses in a textile market in gentle side light.,man,42638
,A portrait of a woman and a man documenting surroundings near a satellite tower with calm expression.,A portrait of a woman and a smiling man documenting surroundings near a satellite tower with calm expression.,man,43821
,A portrait of a woman and a man adjusting a tripod beneath tall city billboards under soft lighting.,A portrait of a woman and a smiling man adjusting a tripod beneath tall city billboards under soft lighting.,man,792
,A portrait of a woman and a man adjusting a tripod in a tropical garden showcasing quiet tension.,A portrait of a woman and a smiling man adjusting a tripod in a tropical garden showcasing quiet tension.,man,19094
,A portrait of a woman and a man composing a shot together near an industrial canal in muted colors.,A portrait of a woman and a smiling man composing a shot together near an industrial canal in muted colors.,man,32165
,A portrait of a woman and a man adjusting a tripod beside a large radar dish in a serene setting.,A portrait of a woman and a smiling man adjusting a tripod beside a large radar dish in a serene setting.,man,25083
,A portrait of a woman and a man selecting angles in a rustic barn with a thoughtful atmosphere.,A portrait of a woman and a smiling man selecting angles in a rustic barn with a thoughtful atmosphere.,man,48566
,A portrait of a woman and a man adjusting a tripod beneath a highway interchange with calm expression.,A portrait of a woman and a smiling man adjusting a tripod beneath a highway interchange with calm expression.,man,3942
,A portrait of a woman and a man selecting angles inside a pottery workshop with realistic textures.,A portrait of a woman and a smiling man selecting angles inside a pottery workshop with realistic textures.,man,36787
,A portrait of a woman and a man carefully framing a scene under a concrete overpass with calm expression.,A portrait of a woman and a smiling man carefully framing a scene under a concrete overpass with calm expression.,man,14095
,A portrait of a woman and a man pointing cameras forward in a seaside restaurant patio in dramatic shadows.,A portrait of a woman and a smiling man pointing cameras forward in a seaside restaurant patio in dramatic shadows.,man,20369
,A portrait of a woman and a man operating vintage cameras by tall city chimneys under soft lighting.,A portrait of a woman and a smiling man operating vintage cameras by tall city chimneys under soft lighting.,man,21081
,A portrait of a woman and a man adjusting a tripod on a pier during mist in gentle side light.,A portrait of a woman and a smiling man adjusting a tripod on a pier during mist in gentle side light.,man,7425
,A portrait of a woman and a man selecting angles in a seaside restaurant patio in gentle side light.,A portrait of a woman and a smiling man selecting angles in a seaside restaurant patio in gentle side light.,man,24170
,A portrait of a woman and a man reviewing captured pictures at a remote mountain lake in low saturation tones.,A portrait of a woman and a smiling man reviewing captured pictures at a remote mountain lake in low saturation tones.,man,47537
,A portrait of a woman and a man setting up gear in a metro hallway with natural ambience.,A portrait of a woman and a smiling man setting up gear in a metro hallway with natural ambience.,man,47861
,A portrait of a woman and a man capturing distant subjects in a quiet courtyard with realistic textures.,A portrait of a woman and a smiling man capturing distant subjects in a quiet courtyard with realistic textures.,man,19600
,A portrait of a woman and a man standing while focusing lenses on a coastal hiking path showcasing quiet tension.,A portrait of a woman and a smiling man standing while focusing lenses on a coastal hiking path showcasing quiet tension.,man,43440
,A portrait of a woman and a man observing perspectives through viewfinders inside a research library in gentle side light.,A portrait of a woman and a smiling man observing perspectives through viewfinders inside a research library in gentle side light.,man,40726
,A portrait of a woman and a man holding equipment bags inside a narrow stairwell with a thoughtful atmosphere.,A portrait of a woman and a smiling man holding equipment bags inside a narrow stairwell with a thoughtful atmosphere.,man,10642
,A portrait of a woman and a man documenting surroundings near a satellite tower with a thoughtful atmosphere.,A portrait of a woman and a smiling man documenting surroundings near a satellite tower with a thoughtful atmosphere.,man,100
,A portrait of a woman and a man observing perspectives through viewfinders in a seaside restaurant patio with calm expression.,A portrait of a woman and a smiling man observing perspectives through viewfinders in a seaside restaurant patio with calm expression.,man,24773
,A portrait of a woman and a man carefully framing a scene beneath a highway interchange with calm expression.,A portrait of a woman and a smiling man carefully framing a scene beneath a highway interchange with calm expression.,man,48235
,A portrait of a woman and a man setting up gear in a narrow corridor with natural ambience.,A portrait of a woman and a smiling man setting up gear in a narrow corridor with natural ambience.,man,8378
,A portrait of a woman and a man documenting surroundings inside a press room under soft lighting.,A portrait of a woman and a smiling man documenting surroundings inside a press room under soft lighting.,man,26904
,A portrait of a woman and a man standing while focusing lenses beneath a highway interchange with realistic textures.,A portrait of a woman and a smiling man standing while focusing lenses beneath a highway interchange with realistic textures.,man,18800
,A portrait of a woman and a man documenting surroundings under a concrete overpass showcasing quiet tension.,A portrait of a woman and a smiling man documenting surroundings under a concrete overpass showcasing quiet tension.,man,21285
,A portrait of a woman and a man holding equipment bags at a snowy lookout point in gentle side light.,A portrait of a woman and a smiling man holding equipment bags at a snowy lookout point in gentle side light.,man,8919
,A portrait of a woman and a man adjusting a tripod on a hillside trail in muted colors.,A portrait of a woman and a smiling man adjusting a tripod on a hillside trail in muted colors.,man,28098
,A portrait of a woman and a man pointing cameras forward on an urban boardwalk in dramatic shadows.,A portrait of a woman and a smiling man pointing cameras forward on an urban boardwalk in dramatic shadows.,man,4736
,A portrait of a woman and a man reviewing captured pictures in a monochrome interior with cinematic tones.,A portrait of a woman and a smiling man reviewing captured pictures in a monochrome interior with cinematic tones.,man,45306
,A portrait of a woman and a man standing while focusing lenses on a coastal hiking path in low saturation tones.,A portrait of a woman and a smiling man standing while focusing lenses on a coastal hiking path in low saturation tones.,man,36937
,A portrait of a woman and a man holding cameras in a dim tunnel walkway in low saturation tones.,A portrait of a woman and a smiling man holding cameras in a dim tunnel walkway in low saturation tones.,man,20863
,A portrait of a woman and a man observing perspectives through viewfinders near a chain-link fence with calm expression.,A portrait of a woman and a smiling man observing perspectives through viewfinders near a chain-link fence with calm expression.,man,34752
,A portrait of a woman and a man carefully framing a scene under a stone archway in dramatic shadows.,A portrait of a woman and a smiling man carefully framing a scene under a stone archway in dramatic shadows.,man,41867
,A portrait of a woman and a man capturing distant subjects beside stacked shipping containers showcasing quiet tension.,A portrait of a woman and a smiling man capturing distant subjects beside stacked shipping containers showcasing quiet tension.,man,2043
,A portrait of a woman and a man reviewing captured pictures in a foggy harbor with realistic textures.,A portrait of a woman and a smiling man reviewing captured pictures in a foggy harbor with realistic textures.,man,42208
,A portrait of a woman and a man reviewing captured pictures in a minimalist apartment in gentle side light.,A portrait of a woman and a smiling man reviewing captured pictures in a minimalist apartment in gentle side light.,man,38205
,A portrait of a woman and a man documenting surroundings in a neon-lit arcade under soft lighting.,A portrait of a woman and a smiling man documenting surroundings in a neon-lit arcade under soft lighting.,man,28773
,A portrait of a woman and a man carefully framing a scene on a dry riverbed with cinematic tones.,A portrait of a woman and a smiling man carefully framing a scene on a dry riverbed with cinematic tones.,man,45436
,A portrait of a woman and a man selecting angles in a skate bowl with natural ambience.,A portrait of a woman and a smiling man selecting angles in a skate bowl with natural ambience.,man,2705
,A portrait of a woman and a man standing while focusing lenses under a stone archway in low saturation tones.,A portrait of a woman and a smiling man standing while focusing lenses under a stone archway in low saturation tones.,man,1560
,A portrait of a woman and a man holding equipment bags in a plaza with statues with natural ambience.,A portrait of a woman and a smiling man holding equipment bags in a plaza with statues with natural ambience.,man,6143
,A portrait of a woman and a man adjusting a tripod in a stable with horses in muted colors.,A portrait of a woman and a smiling man adjusting a tripod in a stable with horses in muted colors.,man,10665
,A portrait of a woman and a man selecting angles in a narrow corridor with calm expression.,A portrait of a woman and a smiling man selecting angles in a narrow corridor with calm expression.,man,44142
,A portrait of a woman and a man capturing distant subjects at a wind farm in gentle side light.,A portrait of a woman and a smiling man capturing distant subjects at a wind farm in gentle side light.,man,24717
,A portrait of a woman and a man changing camera batteries near a loading dock with realistic textures.,A portrait of a woman and a smiling man changing camera batteries near a loading dock with realistic textures.,man,46421
,A portrait of a woman and a man selecting angles on a wooden harbor dock in a serene setting.,A portrait of a woman and a smiling man selecting angles on a wooden harbor dock in a serene setting.,man,1861
,A portrait of a woman and a man standing while focusing lenses in a foggy harbor showcasing quiet tension.,A portrait of a woman and a smiling man standing while focusing lenses in a foggy harbor showcasing quiet tension.,man,11698
,A portrait of a woman and a man capturing distant subjects at a rooftop terrace in dramatic shadows.,A portrait of a woman and a smiling man capturing distant subjects at a rooftop terrace in dramatic shadows.,man,35444
